typus,et,note,compare,result
4890,,,4890,FALSE
4889,,,4889,FALSE
4888,,,4888,FALSE
4887,,,4887,FALSE
4886,,,4886,FALSE
4885,,,4885,FALSE
4884,,,4884,FALSE
4883,,,4883,FALSE
4882,,,4882,FALSE
4881,,,4881,FALSE
4880,,,4880,FALSE
4879,,,4879,FALSE
4878,,,4878,FALSE
4877,,,4877,FALSE
4876,,,4876,FALSE
4875,,,4875,FALSE
4874,,,4874,FALSE
4873,,,4873,FALSE
4872,,,4872,FALSE
4871,,,4871,FALSE
4870,,empty in typus,4870,FALSE
4869,,,4869,FALSE
4868,,,4868,FALSE
4867,,,4867,FALSE
4866,,,4866,FALSE
4865,,,4865,FALSE
4864,,,4864,FALSE
4863,,,4863,FALSE
4862,,,4862,FALSE
4861,,,4861,FALSE
4860,,,4860,FALSE
4859,,,4859,FALSE
4858,,,4858,FALSE
4857,,,4857,FALSE
4856,,,4856,FALSE
4855,,,4855,FALSE
4854,,,4854,FALSE
4853,,,4853,FALSE
4852,,,4852,FALSE
4851,,,4851,FALSE
4850,,,4850,FALSE
4849,,,4849,FALSE
4848,,,4848,FALSE
4847,,,4847,FALSE
4846,,,4846,FALSE
4845,,,4845,FALSE
4844,none,solved,#VALUE!,#VALUE!
4843,none,solved,#VALUE!,#VALUE!
4842,,,4842,FALSE
4841,,,4841,FALSE
4840,,,4840,FALSE
4839,,,4839,FALSE
4838,,,4838,FALSE
4837,,,4837,FALSE
4836,,,4836,FALSE
4835,,,4835,FALSE
4834,,,4834,FALSE
4833,,,4833,FALSE
4832,,,4832,FALSE
4831,,,4831,FALSE
4830,,,4830,FALSE
4829,,,4829,FALSE
4828,,,4828,FALSE
4827,,,4827,FALSE
4826,,,4826,FALSE
4825,,,4825,FALSE
4824,2375,solved,2449,FALSE
4823,,,4823,FALSE
4822,,,4822,FALSE
4821,,,4821,FALSE
4820,,,4820,FALSE
4819,,,4819,FALSE
4818,,,4818,FALSE
4817,,,4817,FALSE
4816,,,4816,FALSE
4815,,,4815,FALSE
4814,,,4814,FALSE
4813,,,4813,FALSE
4812,,,4812,FALSE
4811,,,4811,FALSE
4810,,,4810,FALSE
4809,,,4809,FALSE
4808,none,solved,#VALUE!,#VALUE!
4807,,,4807,FALSE
4806,,,4806,FALSE
4805,,,4805,FALSE
4804,,,4804,FALSE
4803,,,4803,FALSE
4802,,,4802,FALSE
4801,,,4801,FALSE
4800,,,4800,FALSE
4799,,,4799,FALSE
4798,,,4798,FALSE
4797,,,4797,FALSE
4796,,,4796,FALSE
4795,,,4795,FALSE
4794,,,4794,FALSE
4793,,,4793,FALSE
4792,,,4792,FALSE
4791,,,4791,FALSE
4790,,,4790,FALSE
4789,,,4789,FALSE
4788,,,4788,FALSE
4787,,,4787,FALSE
4786,,,4786,FALSE
4785,,,4785,FALSE
4784,3071,solved,1713,FALSE
4783,4783,,0,TRUE
4782,4782,,0,TRUE
4781,4781,,0,TRUE
4780,4780,,0,TRUE
4779,4779,,0,TRUE
4778,4778,,0,TRUE
4777,4777,,0,TRUE
4776,4776,,0,TRUE
4775,4775,,0,TRUE
4774,4774,,0,TRUE
4773,4773,,0,TRUE
4772,4772,,0,TRUE
4771,4771,,0,TRUE
4770,4770,,0,TRUE
4769,4769,,0,TRUE
4768,4768,,0,TRUE
4767,4767,,0,TRUE
4766,4766,,0,TRUE
4765,4765,,0,TRUE
4764,4764,,0,TRUE
4763,4763,,0,TRUE
4762,4762,,0,TRUE
4761,4761,,0,TRUE
4760,4760,,0,TRUE
4759,4759,,0,TRUE
4758,4758,,0,TRUE
4757,4757,,0,TRUE
4756,4756,,0,TRUE
4755,4755,,0,TRUE
4754,4754,,0,TRUE
4753,4753,,0,TRUE
4752,4752,,0,TRUE
4751,4751,,0,TRUE
4750,4750,,0,TRUE
4749,4749,,0,TRUE
4748,4748,,0,TRUE
4747,4747,,0,TRUE
4746,1858,solved,2888,FALSE
4745,4745,,0,TRUE
4744,4744,,0,TRUE
4743,4743,,0,TRUE
4742,4742,,0,TRUE
4741,4741,,0,TRUE
4740,4740,,0,TRUE
4739,4739,,0,TRUE
4738,4738,,0,TRUE
4737,4737,,0,TRUE
4736,4736,,0,TRUE
4735,4735,,0,TRUE
4734,4734,,0,TRUE
4733,4733,,0,TRUE
4732,4732,,0,TRUE
4731,4731,,0,TRUE
4730,4730,,0,TRUE
4729,4729,,0,TRUE
4728,4728,,0,TRUE
4727,4727,,0,TRUE
4726,4726,,0,TRUE
4725,4725,,0,TRUE
4724,4724,,0,TRUE
4723,4723,,0,TRUE
4722,4722,,0,TRUE
4721,4721,,0,TRUE
4720,4720,,0,TRUE
4719,4719,,0,TRUE
4718,4718,,0,TRUE
4717,4717,,0,TRUE
4716,4716,,0,TRUE
4715,4715,,0,TRUE
4714,4714,,0,TRUE
4713,4713,,0,TRUE
4712,4712,,0,TRUE
4711,4711,,0,TRUE
4710,4710,,0,TRUE
4709,4709,,0,TRUE
4708,4708,,0,TRUE
4707,4707,,0,TRUE
4706,4706,,0,TRUE
4705,4705,,0,TRUE
4704,4704,,0,TRUE
4703,4703,,0,TRUE
4702,4702,,0,TRUE
4701,4701,,0,TRUE
4700,4700,,0,TRUE
4699,4699,,0,TRUE
4698,4698,,0,TRUE
4697,4697,,0,TRUE
4696,4696,,0,TRUE
4695,4695,,0,TRUE
4694,4694,,0,TRUE
4693,4693,,0,TRUE
4692,4692,,0,TRUE
4691,4691,,0,TRUE
4690,4690,,0,TRUE
4689,4689,,0,TRUE
4688,4688,,0,TRUE
4687,4687,,0,TRUE
4686,4686,,0,TRUE
4685,4685,,0,TRUE
4684,4684,,0,TRUE
4683,4683,,0,TRUE
4682,4682,,0,TRUE
4681,4681,,0,TRUE
4680,4680,,0,TRUE
4679,4679,,0,TRUE
4678,4678,,0,TRUE
4677,4677,,0,TRUE
4676,4676,,0,TRUE
4675,4675,,0,TRUE
4674,4674,,0,TRUE
4673,4673,,0,TRUE
4672,4672,,0,TRUE
4671,4671,,0,TRUE
4670,4670,,0,TRUE
4669,4669,,0,TRUE
4668,4668,,0,TRUE
4667,4667,,0,TRUE
4666,4666,,0,TRUE
4665,4665,,0,TRUE
4664,4664,,0,TRUE
4663,4663,,0,TRUE
4662,4662,,0,TRUE
4661,4661,,0,TRUE
4660,4660,,0,TRUE
4659,4659,,0,TRUE
4658,4658,,0,TRUE
4657,none,solved,#VALUE!,#VALUE!
4656,4656,,0,TRUE
4655,4655,,0,TRUE
4654,4654,,0,TRUE
4653,4653,,0,TRUE
4652,4652,,0,TRUE
4651,4651,,0,TRUE
4650,4650,,0,TRUE
4649,4649,,0,TRUE
4648,4648,,0,TRUE
4647,4647,,0,TRUE
4646,4646,,0,TRUE
4645,4645,,0,TRUE
4644,4644,,0,TRUE
4643,4643,,0,TRUE
4642,4642,,0,TRUE
4641,4641,,0,TRUE
4640,4640,,0,TRUE
4639,4639,,0,TRUE
4638,4638,,0,TRUE
4637,4637,,0,TRUE
4636,4636,,0,TRUE
4635,4635,,0,TRUE
4634,4634,,0,TRUE
4633,4633,,0,TRUE
4632,4632,,0,TRUE
4631,4631,,0,TRUE
4630,4630,,0,TRUE
4629,4629,,0,TRUE
4628,4628,,0,TRUE
4627,4627,,0,TRUE
4626,4626,,0,TRUE
4625,4625,,0,TRUE
4624,4624,,0,TRUE
4623,4623,,0,TRUE
4622,4622,,0,TRUE
4621,4621,,0,TRUE
4620,4620,,0,TRUE
4619,4619,,0,TRUE
4618,4618,,0,TRUE
4617,4617,,0,TRUE
4616,4616,,0,TRUE
4615,4615,,0,TRUE
4614,4614,,0,TRUE
4613,4613,,0,TRUE
4612,4612,,0,TRUE
4611,4611,,0,TRUE
4610,4610,,0,TRUE
4609,4609,,0,TRUE
4608,4608,,0,TRUE
4607,4607,,0,TRUE
4606,4606,,0,TRUE
4605,4605,,0,TRUE
4604,4604,,0,TRUE
4603,4603,,0,TRUE
4602,4602,,0,TRUE
4601,4601,,0,TRUE
4600,4600,,0,TRUE
4599,4599,,0,TRUE
4598,4598,,0,TRUE
4597,4597,,0,TRUE
4596,4596,,0,TRUE
4595,4595,,0,TRUE
4594,4594,,0,TRUE
4593,4593,,0,TRUE
4592,4592,,0,TRUE
4591,4591,,0,TRUE
4590,4590,,0,TRUE
4589,4589,,0,TRUE
4588,4588,,0,TRUE
4587,4587,,0,TRUE
4586,4586,,0,TRUE
4585,4585,,0,TRUE
4584,4584,,0,TRUE
4583,4583,,0,TRUE
4582,4582,,0,TRUE
4581,4581,,0,TRUE
4580,4580,,0,TRUE
4579,4579,,0,TRUE
4578,4578,,0,TRUE
4577,4577,,0,TRUE
4576,4576,,0,TRUE
4575,4575,,0,TRUE
4574,4574,,0,TRUE
4573,4573,,0,TRUE
4572,4572,,0,TRUE
4571,4571,,0,TRUE
4570,4570,,0,TRUE
4569,none,solved,#VALUE!,#VALUE!
4568,4568,,0,TRUE
4567,4567,,0,TRUE
4566,4566,,0,TRUE
4565,4565,,0,TRUE
4564,4564,,0,TRUE
4563,4563,,0,TRUE
4562,none,solved,#VALUE!,#VALUE!
4561,4561,,0,TRUE
4560,4560,,0,TRUE
4559,4559,,0,TRUE
4558,4558,,0,TRUE
4557,4557,,0,TRUE
4556,4556,,0,TRUE
4555,4555,,0,TRUE
4554,4554,,0,TRUE
4553,4553,,0,TRUE
4552,4552,,0,TRUE
4551,4551,,0,TRUE
4550,4550,,0,TRUE
4549,4549,,0,TRUE
4548,4548,,0,TRUE
4547,4547,,0,TRUE
4546,4546,,0,TRUE
4545,4545,,0,TRUE
4544,4544,,0,TRUE
4543,4543,,0,TRUE
4542,4542,,0,TRUE
4541,4541,,0,TRUE
4540,4540,,0,TRUE
4539,4539,,0,TRUE
4538,4538,,0,TRUE
4537,4537,,0,TRUE
4536,4536,,0,TRUE
4535,4535,,0,TRUE
4534,4534,,0,TRUE
4533,4533,,0,TRUE
4532,4532,,0,TRUE
4531,4531,,0,TRUE
4530,4530,,0,TRUE
4529,4529,,0,TRUE
4528,4528,,0,TRUE
4527,4527,,0,TRUE
4526,4526,,0,TRUE
4525,4525,,0,TRUE
4524,4524,,0,TRUE
4523,4523,,0,TRUE
4522,4522,,0,TRUE
4521,4521,,0,TRUE
4520,4520,,0,TRUE
4519,4519,,0,TRUE
4518,4518,,0,TRUE
4517,4517,,0,TRUE
4516,4516,,0,TRUE
4515,4515,,0,TRUE
4514,4514,,0,TRUE
4513,4513,,0,TRUE
4512,4512,,0,TRUE
4511,4511,,0,TRUE
4510,4510,,0,TRUE
4509,4509,,0,TRUE
4508,4508,,0,TRUE
4507,4507,,0,TRUE
4506,4506,,0,TRUE
4505,4505,,0,TRUE
4504,4504,,0,TRUE
4503,4503,,0,TRUE
4502,4502,,0,TRUE
4501,4501,,0,TRUE
4500,4500,,0,TRUE
4499,4499,,0,TRUE
4498,4498,,0,TRUE
4497,4497,,0,TRUE
4496,4496,,0,TRUE
4495,4495,,0,TRUE
4494,4494,,0,TRUE
4493,4493,,0,TRUE
4492,4492,,0,TRUE
4491,4491,,0,TRUE
4490,4490,,0,TRUE
4489,4489,,0,TRUE
4488,4488,,0,TRUE
4487,4487,,0,TRUE
4486,4486,,0,TRUE
4485,4485,,0,TRUE
4484,4484,,0,TRUE
4483,4483,,0,TRUE
4482,4482,,0,TRUE
4481,4481,,0,TRUE
4480,4480,,0,TRUE
4479,4479,,0,TRUE
4478,4478,,0,TRUE
4477,4477,,0,TRUE
4476,4476,,0,TRUE
4475,4475,,0,TRUE
4474,4474,,0,TRUE
4473,4473,,0,TRUE
4472,4472,,0,TRUE
4471,4471,,0,TRUE
4470,4470,,0,TRUE
4469,4469,,0,TRUE
4468,4468,,0,TRUE
4467,4467,,0,TRUE
4466,4466,,0,TRUE
4465,4465,,0,TRUE
4464,4464,,0,TRUE
4463,4463,,0,TRUE
4462,4462,,0,TRUE
4461,4461,,0,TRUE
4460,4460,,0,TRUE
4459,4459,,0,TRUE
4458,4458,,0,TRUE
4457,4457,,0,TRUE
4456,4456,,0,TRUE
4455,4455,,0,TRUE
4454,4454,,0,TRUE
4453,4453,,0,TRUE
4452,4452,,0,TRUE
4451,4451,,0,TRUE
4450,4450,,0,TRUE
4449,4449,,0,TRUE
4448,4448,,0,TRUE
4447,4447,,0,TRUE
4446,4446,,0,TRUE
4445,4445,,0,TRUE
4444,4444,,0,TRUE
4443,4443,,0,TRUE
4442,4442,,0,TRUE
4441,4441,,0,TRUE
4440,4440,,0,TRUE
4439,4439,,0,TRUE
4438,4438,,0,TRUE
4437,4437,,0,TRUE
4436,4436,,0,TRUE
4435,4435,,0,TRUE
4434,4434,,0,TRUE
4433,4433,,0,TRUE
4432,4432,,0,TRUE
4431,4431,,0,TRUE
4430,4430,,0,TRUE
4429,4429,,0,TRUE
4428,4428,,0,TRUE
4427,4427,,0,TRUE
4426,4426,,0,TRUE
4425,4425,,0,TRUE
4424,4424,,0,TRUE
4423,4423,,0,TRUE
4422,4422,,0,TRUE
4421,4421,,0,TRUE
4420,4420,,0,TRUE
4419,4419,,0,TRUE
4418,4418,,0,TRUE
4417,4417,,0,TRUE
4416,4416,,0,TRUE
4415,4415,,0,TRUE
4414,4414,,0,TRUE
4413,4413,,0,TRUE
4412,4412,,0,TRUE
4411,4411,,0,TRUE
4410,4410,,0,TRUE
4409,4409,,0,TRUE
4408,4408,,0,TRUE
4407,4407,,0,TRUE
4406,4406,,0,TRUE
4405,4405,,0,TRUE
4404,4404,,0,TRUE
4403,none,solved,#VALUE!,#VALUE!
4402,4402,,0,TRUE
4401,none,solved,#VALUE!,#VALUE!
4400,none,solved,#VALUE!,#VALUE!
4399,4399,,0,TRUE
4398,4398,,0,TRUE
4397,4397,,0,TRUE
4396,4396,,0,TRUE
4395,4395,,0,TRUE
4394,4394,,0,TRUE
4393,4393,,0,TRUE
4392,4392,,0,TRUE
4391,4391,,0,TRUE
4390,4390,,0,TRUE
4389,4389,,0,TRUE
4388,4388,,0,TRUE
4387,4387,,0,TRUE
4386,4386,,0,TRUE
4385,4385,,0,TRUE
4384,4384,,0,TRUE
4383,4383,,0,TRUE
4382,4382,,0,TRUE
4381,4381,,0,TRUE
4380,4380,,0,TRUE
4379,4379,,0,TRUE
4378,4378,,0,TRUE
4377,4377,,0,TRUE
4376,4376,,0,TRUE
4375,4375,,0,TRUE
4374,4374,,0,TRUE
4373,4373,,0,TRUE
4372,4372,,0,TRUE
4371,4371,,0,TRUE
4370,4370,,0,TRUE
4369,4369,,0,TRUE
4368,4368,,0,TRUE
4367,4367,,0,TRUE
4366,4366,,0,TRUE
4365,4365,,0,TRUE
4364,4364,,0,TRUE
4363,4363,,0,TRUE
4362,4362,,0,TRUE
4361,4361,,0,TRUE
4360,4360,,0,TRUE
4359,4359,,0,TRUE
4358,4358,,0,TRUE
4357,4357,,0,TRUE
4356,4356,,0,TRUE
4355,4355,,0,TRUE
4354,4354,,0,TRUE
4353,4353,,0,TRUE
4352,4352,,0,TRUE
4351,4351,,0,TRUE
4350,4350,,0,TRUE
4349,4349,,0,TRUE
4348,4348,,0,TRUE
4347,4347,,0,TRUE
4346,4346,,0,TRUE
4345,4345,,0,TRUE
4344,4344,,0,TRUE
4343,4343,,0,TRUE
4342,4342,,0,TRUE
4341,4341,,0,TRUE
4340,4340,,0,TRUE
4339,4339,,0,TRUE
4338,4338,,0,TRUE
4337,4337,,0,TRUE
4336,4336,,0,TRUE
4335,4335,,0,TRUE
4334,4334,,0,TRUE
4333,4333,,0,TRUE
4332,4332,,0,TRUE
4331,4331,,0,TRUE
4330,4330,,0,TRUE
4329,4329,,0,TRUE
4328,2230,solved,2098,FALSE
4327,4327,,0,TRUE
4326,4326,,0,TRUE
4325,4325,,0,TRUE
4324,4324,,0,TRUE
4323,4323,,0,TRUE
4322,none,solved,#VALUE!,#VALUE!
4321,none,solved,#VALUE!,#VALUE!
4320,4320,,0,TRUE
4319,4319,,0,TRUE
4318,4318,,0,TRUE
4317,4317,,0,TRUE
4316,4316,,0,TRUE
4315,4315,,0,TRUE
4314,4314,,0,TRUE
4313,4313,,0,TRUE
4312,4312,,0,TRUE
4311,4311,,0,TRUE
4310,4310,,0,TRUE
4309,4309,,0,TRUE
4308,4308,,0,TRUE
4307,4307,,0,TRUE
4306,4306,,0,TRUE
4305,4305,,0,TRUE
4304,4304,,0,TRUE
4303,4303,,0,TRUE
4302,4302,,0,TRUE
4301,4301,,0,TRUE
4300,4300,,0,TRUE
4299,4299,,0,TRUE
4298,4298,,0,TRUE
4297,4297,,0,TRUE
4296,4296,,0,TRUE
4295,4295,,0,TRUE
4294,4294,,0,TRUE
4293,4293,,0,TRUE
4292,4292,,0,TRUE
4291,4291,,0,TRUE
4290,4290,,0,TRUE
4289,4289,,0,TRUE
4288,4288,,0,TRUE
4287,4287,,0,TRUE
4286,4286,,0,TRUE
4285,4285,,0,TRUE
4284,4284,,0,TRUE
4283,4283,,0,TRUE
4282,4282,,0,TRUE
4281,4281,,0,TRUE
4280,4280,,0,TRUE
4279,4279,,0,TRUE
4278,4278,,0,TRUE
4277,4277,,0,TRUE
4276,none,solved,#VALUE!,#VALUE!
4275,4275,,0,TRUE
4274,4274,,0,TRUE
4273,4273,,0,TRUE
4272,4272,,0,TRUE
4271,4271,,0,TRUE
4270,4270,,0,TRUE
4269,4269,,0,TRUE
4268,4268,,0,TRUE
4267,4267,,0,TRUE
4266,4266,,0,TRUE
4265,4265,,0,TRUE
4264,4264,,0,TRUE
4263,4263,,0,TRUE
4262,4262,,0,TRUE
4261,4261,,0,TRUE
4260,4260,,0,TRUE
4259,4259,,0,TRUE
4258,4258,,0,TRUE
4257,4257,,0,TRUE
4256,4256,,0,TRUE
4255,4255,,0,TRUE
4254,4254,,0,TRUE
4253,4253,,0,TRUE
4252,4252,,0,TRUE
4251,4251,,0,TRUE
4250,4250,,0,TRUE
4249,4249,,0,TRUE
4248,4248,,0,TRUE
4247,4247,,0,TRUE
4246,4246,,0,TRUE
4245,4245,,0,TRUE
4244,4244,,0,TRUE
4243,4243,,0,TRUE
4242,4242,,0,TRUE
4241,4241,,0,TRUE
4240,4240,,0,TRUE
4239,4239,,0,TRUE
4238,4238,,0,TRUE
4237,4237,,0,TRUE
4236,4236,,0,TRUE
4235,,empty in typus,4235,FALSE
4234,1374,,2860,FALSE
4233,4233,,0,TRUE
4232,4232,,0,TRUE
4231,4231,,0,TRUE
4230,4230,,0,TRUE
4229,4229,,0,TRUE
4228,4228,,0,TRUE
4227,4227,,0,TRUE
4226,4226,,0,TRUE
4225,4225,,0,TRUE
4224,4224,,0,TRUE
4223,4223,,0,TRUE
4222,4222,,0,TRUE
4221,4221,,0,TRUE
4220,4220,,0,TRUE
4219,4219,,0,TRUE
4218,4218,,0,TRUE
4217,4217,,0,TRUE
4216,4216,,0,TRUE
4215,4215,,0,TRUE
4214,4214,,0,TRUE
4213,4213,,0,TRUE
4212,4212,,0,TRUE
4211,4211,,0,TRUE
4210,4210,,0,TRUE
4209,4209,,0,TRUE
4208,4208,,0,TRUE
4207,4207,,0,TRUE
4206,4206,,0,TRUE
4205,4205,,0,TRUE
4204,4204,,0,TRUE
4203,4203,,0,TRUE
4202,4202,,0,TRUE
4201,4201,,0,TRUE
4200,4200,,0,TRUE
4199,4199,,0,TRUE
4198,4198,,0,TRUE
4197,4197,,0,TRUE
4196,4196,,0,TRUE
4195,4195,,0,TRUE
4194,4194,,0,TRUE
4193,4193,,0,TRUE
4192,4192,,0,TRUE
4191,4191,,0,TRUE
4190,4190,,0,TRUE
4189,4189,,0,TRUE
4188,4188,,0,TRUE
4187,4187,,0,TRUE
4186,4186,,0,TRUE
4185,4185,,0,TRUE
4184,4184,,0,TRUE
4183,4183,,0,TRUE
4182,4182,,0,TRUE
4181,4181,,0,TRUE
4180,4180,,0,TRUE
4179,none,solved,#VALUE!,#VALUE!
4178,none,solved,#VALUE!,#VALUE!
4177,none,solved,#VALUE!,#VALUE!
4176,4176,,0,TRUE
4175,4175,,0,TRUE
4174,4174,,0,TRUE
4173,4173,,0,TRUE
4172,none,solved,#VALUE!,#VALUE!
4171,4171,,0,TRUE
4170,none,solved,#VALUE!,#VALUE!
4169,none,solved,#VALUE!,#VALUE!
4168,none,solved,#VALUE!,#VALUE!
4167,none,solved,#VALUE!,#VALUE!
4166,4166,,0,TRUE
4165,4165,,0,TRUE
4164,4164,,0,TRUE
4163,4163,,0,TRUE
4162,4162,,0,TRUE
4161,4161,,0,TRUE
4160,4160,,0,TRUE
4159,4159,,0,TRUE
4158,4158,,0,TRUE
4157,4763,solved,-606,FALSE
4156,4155,solved,1,FALSE
4155,none,solved,#VALUE!,#VALUE!
4154,none,solved,#VALUE!,#VALUE!
4153,none,solved,#VALUE!,#VALUE!
4152,4151,solved,1,FALSE
4151,4152,solved,-1,FALSE
4150,4150,,0,TRUE
4149,4149,,0,TRUE
4148,4148,,0,TRUE
4147,4147,,0,TRUE
4146,none,solved,#VALUE!,#VALUE!
4145,4145,,0,TRUE
4144,4144,,0,TRUE
4143,4143,,0,TRUE
4142,4142,,0,TRUE
4141,4141,,0,TRUE
4140,none,empty in typus,#VALUE!,#VALUE!
4139,4139,,0,TRUE
4138,4138,,0,TRUE
4137,4137,,0,TRUE
4136,4136,,0,TRUE
4135,4135,,0,TRUE
4134,4134,,0,TRUE
4133,4133,,0,TRUE
4132,4132,,0,TRUE
4131,4131,,0,TRUE
4130,4130,,0,TRUE
4129,4129,,0,TRUE
4128,4128,,0,TRUE
4127,4127,,0,TRUE
4126,4126,,0,TRUE
4125,4125,,0,TRUE
4124,4124,,0,TRUE
4123,4123,,0,TRUE
4122,4122,,0,TRUE
4121,4121,,0,TRUE
4120,4120,,0,TRUE
4119,4119,,0,TRUE
4118,4118,,0,TRUE
4117,4117,,0,TRUE
4116,4116,,0,TRUE
4115,4115,,0,TRUE
4114,4114,,0,TRUE
4113,4113,,0,TRUE
4112,4112,,0,TRUE
4111,4111,,0,TRUE
4110,4110,,0,TRUE
4109,4109,,0,TRUE
4108,4108,,0,TRUE
4107,4107,,0,TRUE
4106,4106,,0,TRUE
4105,4105,,0,TRUE
4104,4104,,0,TRUE
4103,4103,,0,TRUE
4102,4102,,0,TRUE
4101,4101,,0,TRUE
4100,4100,,0,TRUE
4099,4099,,0,TRUE
4098,4098,,0,TRUE
4097,4097,,0,TRUE
4096,4096,,0,TRUE
4095,4095,,0,TRUE
4094,4094,,0,TRUE
4093,4093,,0,TRUE
4092,4092,,0,TRUE
4091,4091,,0,TRUE
4090,4090,,0,TRUE
4089,4089,,0,TRUE
4088,4088,,0,TRUE
4087,4087,,0,TRUE
4086,4086,,0,TRUE
4085,4085,,0,TRUE
4084,4084,,0,TRUE
4083,4083,,0,TRUE
4082,4082,,0,TRUE
4081,4081,,0,TRUE
4080,4080,,0,TRUE
4079,4079,,0,TRUE
4078,4078,,0,TRUE
4077,4077,,0,TRUE
4076,4076,,0,TRUE
4075,4075,,0,TRUE
4074,4074,,0,TRUE
4073,4073,,0,TRUE
4072,4072,,0,TRUE
4071,4071,,0,TRUE
4070,4070,,0,TRUE
4069,4069,,0,TRUE
4068,4068,,0,TRUE
4067,4067,,0,TRUE
4066,4066,,0,TRUE
4065,4065,,0,TRUE
4064,4064,,0,TRUE
4063,4063,,0,TRUE
4062,4062,,0,TRUE
4061,4061,,0,TRUE
4060,4060,,0,TRUE
4059,4059,,0,TRUE
4058,4058,,0,TRUE
4057,4057,,0,TRUE
4056,4056,,0,TRUE
4055,4055,,0,TRUE
4054,4054,,0,TRUE
4053,4053,,0,TRUE
4052,4052,,0,TRUE
4051,4051,,0,TRUE
4050,4050,,0,TRUE
4049,4049,,0,TRUE
4048,4048,,0,TRUE
4047,4047,,0,TRUE
4046,4046,,0,TRUE
4045,4045,,0,TRUE
4044,4044,,0,TRUE
4043,4043,,0,TRUE
4042,4042,,0,TRUE
4041,4041,,0,TRUE
4040,4040,,0,TRUE
4039,4039,,0,TRUE
4038,4038,,0,TRUE
4037,4037,,0,TRUE
4036,4036,,0,TRUE
4035,4035,,0,TRUE
4034,4034,,0,TRUE
4033,4033,,0,TRUE
4032,4032,,0,TRUE
4031,4031,,0,TRUE
4030,4030,,0,TRUE
4029,4029,,0,TRUE
4028,4028,,0,TRUE
4027,4027,,0,TRUE
4026,4026,,0,TRUE
4025,4025,,0,TRUE
4024,4024,,0,TRUE
4023,4023,,0,TRUE
4022,4022,,0,TRUE
4021,4021,,0,TRUE
4020,4020,,0,TRUE
4019,3168,solved,851,FALSE
4018,3176,solved,842,FALSE
4017,3170,solved,847,FALSE
4016,3173,solved,843,FALSE
4015,3174,solved,841,FALSE
4014,3172,solved,842,FALSE
4013,3093,solved,920,FALSE
4012,3153,solved,859,FALSE
4011,3086,solved,925,FALSE
4010,3152,solved,858,FALSE
4009,,Tibet Lakes solved,4009,FALSE
4008,,Tibet Lakes solved,4008,FALSE
4007,,Tibet Lakes solved,4007,FALSE
4006,,Tibet Lakes solved,4006,FALSE
4005,,Tibet Lakes solved,4005,FALSE
4004,,Tibet Lakes solved,4004,FALSE
4003,3090,solved,913,FALSE
4002,3159,solved,843,FALSE
4001,3084,solved,917,FALSE
4000,3177,solved,823,FALSE
3999,none,empty in typus,#VALUE!,#VALUE!
3998,none,empty in typus,#VALUE!,#VALUE!
3997,none,empty in typus,#VALUE!,#VALUE!
3996,none,empty in typus,#VALUE!,#VALUE!
3995,none,empty in typus,#VALUE!,#VALUE!
3994,none,empty in typus,#VALUE!,#VALUE!
3993,none,empty in typus,#VALUE!,#VALUE!
3992,none,empty in typus,#VALUE!,#VALUE!
3991,none,empty in typus,#VALUE!,#VALUE!
3990,none,empty in typus,#VALUE!,#VALUE!
3989,none,empty in typus,#VALUE!,#VALUE!
3988,none,empty in typus,#VALUE!,#VALUE!
3987,none,empty in typus,#VALUE!,#VALUE!
3986,none,empty in typus,#VALUE!,#VALUE!
3985,none,empty in typus,#VALUE!,#VALUE!
3984,none,empty in typus,#VALUE!,#VALUE!
3983,none,empty in typus,#VALUE!,#VALUE!
3982,none,empty in typus,#VALUE!,#VALUE!
3981,none,empty in typus,#VALUE!,#VALUE!
3980,none,empty in typus,#VALUE!,#VALUE!
3979,none,empty in typus,#VALUE!,#VALUE!
3978,none,empty in typus,#VALUE!,#VALUE!
3977,none,empty in typus,#VALUE!,#VALUE!
3976,none,empty in typus,#VALUE!,#VALUE!
3975,none,empty in typus,#VALUE!,#VALUE!
3974,none,empty in typus,#VALUE!,#VALUE!
3973,none,empty in typus,#VALUE!,#VALUE!
3972,none,empty in typus,#VALUE!,#VALUE!
3971,none,empty in typus,#VALUE!,#VALUE!
3970,none,empty in typus,#VALUE!,#VALUE!
3969,none,empty in typus,#VALUE!,#VALUE!
3968,none,empty in typus,#VALUE!,#VALUE!
3967,none,empty in typus,#VALUE!,#VALUE!
3966,none,empty in typus,#VALUE!,#VALUE!
3965,none,empty in typus,#VALUE!,#VALUE!
3964,none,empty in typus,#VALUE!,#VALUE!
3963,none,empty in typus,#VALUE!,#VALUE!
3962,none,empty in typus,#VALUE!,#VALUE!
3961,none,empty in typus,#VALUE!,#VALUE!
3960,none,empty in typus,#VALUE!,#VALUE!
3959,none,empty in typus,#VALUE!,#VALUE!
3958,none,empty in typus,#VALUE!,#VALUE!
3957,none,empty in typus,#VALUE!,#VALUE!
3956,none,empty in typus,#VALUE!,#VALUE!
3955,none,empty in typus,#VALUE!,#VALUE!
3954,none,empty in typus,#VALUE!,#VALUE!
3953,none,empty in typus,#VALUE!,#VALUE!
3952,none,empty in typus,#VALUE!,#VALUE!
3951,none,empty in typus,#VALUE!,#VALUE!
3950,none,empty in typus,#VALUE!,#VALUE!
3949,none,empty in typus,#VALUE!,#VALUE!
